canonical_UniProtAC	gene	domain_edge_bin_compact	cluster_window_start	cluster_window_end	max_sites_in_20aa_span_within_bin	position	architecture_class	site_key	nearest_domain_edge_distance	nearest_domain_side	nearest_domain_class	nearest_interpro_name	signed_domain_edge_distance	domain_side	signed_distance_bin	abs_distance_class
Q01130	SRSF2	Domain edge <=20 aa	94	109	3	94	domain-proximal clustered	Q01130:R94	2.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	2.0	C-terminal side of domain	C <=20	<=20 aa
Q01130	SRSF2	Domain edge <=20 aa	94	109	3	103	domain-proximal clustered	Q01130:R103	11.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	11.0	C-terminal side of domain	C <=20	<=20 aa
Q01130	SRSF2	Domain edge <=20 aa	94	109	3	109	domain-proximal clustered	Q01130:R109	17.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	17.0	C-terminal side of domain	C <=20	<=20 aa
Q14103	HNRNPD	Domain edge <=20 aa	272	280	3	272	domain-proximal clustered	Q14103:R272	11.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	11.0	C-terminal side of domain	C <=20	<=20 aa
Q14103	HNRNPD	Domain edge <=20 aa	272	280	3	278	domain-proximal clustered	Q14103:R278	17.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	17.0	C-terminal side of domain	C <=20	<=20 aa
Q14103	HNRNPD	Domain edge <=20 aa	272	280	3	280	domain-proximal clustered	Q14103:R280	19.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	19.0	C-terminal side of domain	C <=20	<=20 aa
Q15056	EIF4H	Domain edge <=20 aa	19	31	3	19	broad across IDR	Q15056:R19	18.0	N_terminal_to_domain	RRM / KH RNA-binding	eIF4H, RNA recognition motif	-18.0	N-terminal side of domain	N <=20	<=20 aa
Q15056	EIF4H	Domain edge <=20 aa	19	31	3	22	broad across IDR	Q15056:R22	15.0	N_terminal_to_domain	RRM / KH RNA-binding	eIF4H, RNA recognition motif	-15.0	N-terminal side of domain	N <=20	<=20 aa
Q15056	EIF4H	Domain edge <=20 aa	19	31	3	31	broad across IDR	Q15056:R31	6.0	N_terminal_to_domain	RRM / KH RNA-binding	eIF4H, RNA recognition motif	-6.0	N-terminal side of domain	N <=20	<=20 aa
Q8IZT6	ASPM	Domain edge <=20 aa	18	25	3	18	domain-proximal clustered	Q8IZT6:R18	19.0	N_terminal_to_domain	Other domain	Abnormal spindle-like microcephaly-associated protein, ASH domain	-19.0	N-terminal side of domain	N <=20	<=20 aa
Q8IZT6	ASPM	Domain edge <=20 aa	18	25	3	19	domain-proximal clustered	Q8IZT6:R19	18.0	N_terminal_to_domain	Other domain	Abnormal spindle-like microcephaly-associated protein, ASH domain	-18.0	N-terminal side of domain	N <=20	<=20 aa
Q8IZT6	ASPM	Domain edge <=20 aa	18	25	3	25	domain-proximal clustered	Q8IZT6:R25	12.0	N_terminal_to_domain	Other domain	Abnormal spindle-like microcephaly-associated protein, ASH domain	-12.0	N-terminal side of domain	N <=20	<=20 aa
O00571	DDX3X	Domain edge <=20 aa	585	592	3	585	broad across IDR	O00571:R585	10.0	C_terminal_to_domain	RNA helicase	Helicase, C-terminal domain-like	10.0	C-terminal side of domain	C <=20	<=20 aa
O00571	DDX3X	Domain edge <=20 aa	585	592	3	587	broad across IDR	O00571:R587	12.0	C_terminal_to_domain	RNA helicase	Helicase, C-terminal domain-like	12.0	C-terminal side of domain	C <=20	<=20 aa
O00571	DDX3X	Domain edge <=20 aa	585	592	3	592	broad across IDR	O00571:R592	17.0	C_terminal_to_domain	RNA helicase	Helicase, C-terminal domain-like	17.0	C-terminal side of domain	C <=20	<=20 aa
O60885	BRD4	Domain edge <=20 aa	179	183	3	179	domain-proximal clustered	O60885:R179	13.0	C_terminal_to_domain	Chromatin reader	Bromodomain	13.0	C-terminal side of domain	C <=20	<=20 aa
O60885	BRD4	Domain edge <=20 aa	179	183	3	181	domain-proximal clustered	O60885:R181	15.0	C_terminal_to_domain	Chromatin reader	Bromodomain	15.0	C-terminal side of domain	C <=20	<=20 aa
O60885	BRD4	Domain edge <=20 aa	179	183	3	183	domain-proximal clustered	O60885:R183	17.0	C_terminal_to_domain	Chromatin reader	Bromodomain	17.0	C-terminal side of domain	C <=20	<=20 aa
P10301	RRAS	Domain edge <=20 aa	11	15	3	11	domain-proximal clustered	P10301:R11	18.0	N_terminal_to_domain	Other domain	Small GTP-binding domain	-18.0	N-terminal side of domain	N <=20	<=20 aa
P10301	RRAS	Domain edge <=20 aa	11	15	3	13	domain-proximal clustered	P10301:R13	16.0	N_terminal_to_domain	Other domain	Small GTP-binding domain	-16.0	N-terminal side of domain	N <=20	<=20 aa
P10301	RRAS	Domain edge <=20 aa	11	15	3	15	domain-proximal clustered	P10301:R15	14.0	N_terminal_to_domain	Other domain	Small GTP-binding domain	-14.0	N-terminal side of domain	N <=20	<=20 aa
P31942	HNRNPH3	Domain edge <=20 aa	104	110	3	104	domain-proximal clustered	P31942:R104	7.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	7.0	C-terminal side of domain	C <=20	<=20 aa
P31942	HNRNPH3	Domain edge <=20 aa	104	110	3	105	domain-proximal clustered	P31942:R105	8.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	8.0	C-terminal side of domain	C <=20	<=20 aa
P31942	HNRNPH3	Domain edge <=20 aa	104	110	3	110	domain-proximal clustered	P31942:R110	13.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	13.0	C-terminal side of domain	C <=20	<=20 aa
P31943	HNRNPH1	Domain edge <=20 aa	199	212	3	199	domain-proximal clustered	P31943:R199	7.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	7.0	C-terminal side of domain	C <=20	<=20 aa
P31943	HNRNPH1	Domain edge <=20 aa	199	212	3	206	domain-proximal clustered	P31943:R206	14.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	14.0	C-terminal side of domain	C <=20	<=20 aa
P31943	HNRNPH1	Domain edge <=20 aa	199	212	3	212	domain-proximal clustered	P31943:R212	20.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	20.0	C-terminal side of domain	C <=20	<=20 aa
P35579	MYH9	Domain edge <=20 aa	1923	1933	3	1923	domain-proximal clustered	P35579:R1923	2.0	C_terminal_to_domain	Other domain	Myosin tail	2.0	C-terminal side of domain	C <=20	<=20 aa
P35579	MYH9	Domain edge <=20 aa	1923	1933	3	1932	domain-proximal clustered	P35579:R1932	11.0	C_terminal_to_domain	Other domain	Myosin tail	11.0	C-terminal side of domain	C <=20	<=20 aa
P35579	MYH9	Domain edge <=20 aa	1923	1933	3	1933	domain-proximal clustered	P35579:R1933	12.0	C_terminal_to_domain	Other domain	Myosin tail	12.0	C-terminal side of domain	C <=20	<=20 aa
P35580	MYH10	Domain edge <=20 aa	1930	1943	3	1930	domain-proximal clustered	P35580:R1930	2.0	C_terminal_to_domain	Other domain	Myosin tail	2.0	C-terminal side of domain	C <=20	<=20 aa
P35580	MYH10	Domain edge <=20 aa	1930	1943	3	1940	domain-proximal clustered	P35580:R1940	12.0	C_terminal_to_domain	Other domain	Myosin tail	12.0	C-terminal side of domain	C <=20	<=20 aa
P35580	MYH10	Domain edge <=20 aa	1930	1943	3	1943	domain-proximal clustered	P35580:R1943	15.0	C_terminal_to_domain	Other domain	Myosin tail	15.0	C-terminal side of domain	C <=20	<=20 aa
P55795	HNRNPH2	Domain edge <=20 aa	199	212	3	199	domain-proximal clustered	P55795:R199	7.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	7.0	C-terminal side of domain	C <=20	<=20 aa
P55795	HNRNPH2	Domain edge <=20 aa	199	212	3	206	domain-proximal clustered	P55795:R206	14.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	14.0	C-terminal side of domain	C <=20	<=20 aa
P55795	HNRNPH2	Domain edge <=20 aa	199	212	3	212	domain-proximal clustered	P55795:R212	20.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	20.0	C-terminal side of domain	C <=20	<=20 aa
P68431	HIST1H3A	Domain edge <=20 aa	27	43	3	27	domain-proximal clustered	P68431:R27	17.0	N_terminal_to_domain	Other domain	Core Histone H2A/H2B/H3 domain	-17.0	N-terminal side of domain	N <=20	<=20 aa
P68431	HIST1H3A	Domain edge <=20 aa	27	43	3	41	domain-proximal clustered	P68431:R41	3.0	N_terminal_to_domain	Other domain	Core Histone H2A/H2B/H3 domain	-3.0	N-terminal side of domain	N <=20	<=20 aa
P68431	HIST1H3A	Domain edge <=20 aa	27	43	3	43	domain-proximal clustered	P68431:R43	1.0	N_terminal_to_domain	Other domain	Core Histone H2A/H2B/H3 domain	-1.0	N-terminal side of domain	N <=20	<=20 aa
Q01094	E2F1	Domain edge <=20 aa	109	113	3	109	domain-proximal clustered	Q01094:R109	18.0	N_terminal_to_domain	DNA-binding	E2F/DP family, winged-helix DNA-binding domain	-18.0	N-terminal side of domain	N <=20	<=20 aa
Q01094	E2F1	Domain edge <=20 aa	109	113	3	111	domain-proximal clustered	Q01094:R111	16.0	N_terminal_to_domain	DNA-binding	E2F/DP family, winged-helix DNA-binding domain	-16.0	N-terminal side of domain	N <=20	<=20 aa
Q01094	E2F1	Domain edge <=20 aa	109	113	3	113	domain-proximal clustered	Q01094:R113	14.0	N_terminal_to_domain	DNA-binding	E2F/DP family, winged-helix DNA-binding domain	-14.0	N-terminal side of domain	N <=20	<=20 aa
Q08170	SRSF4	Domain edge <=20 aa	75	89	3	75	domain-proximal clustered	Q08170:R75	3.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	3.0	C-terminal side of domain	C <=20	<=20 aa
Q08170	SRSF4	Domain edge <=20 aa	75	89	3	83	domain-proximal clustered	Q08170:R83	11.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	11.0	C-terminal side of domain	C <=20	<=20 aa
Q08170	SRSF4	Domain edge <=20 aa	75	89	3	89	domain-proximal clustered	Q08170:R89	15.0	N_terminal_to_domain	RRM / KH RNA-binding	Serine/arginine-rich splicing factor 4/6, RNA recognition motif 2	-15.0	N-terminal side of domain	N <=20	<=20 aa
Q13151	HNRNPA0	Domain edge <=20 aa	189	195	3	189	broad across IDR	Q13151:R189	14.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	14.0	C-terminal side of domain	C <=20	<=20 aa
Q13151	HNRNPA0	Domain edge <=20 aa	189	195	3	192	broad across IDR	Q13151:R192	17.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	17.0	C-terminal side of domain	C <=20	<=20 aa
Q13151	HNRNPA0	Domain edge <=20 aa	189	195	3	195	broad across IDR	Q13151:R195	20.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	20.0	C-terminal side of domain	C <=20	<=20 aa
Q14011	CIRBP	Domain edge <=20 aa	94	105	3	94	broad across IDR	Q14011:R94	9.0	C_terminal_to_domain	RRM / KH RNA-binding	RBM3/CIRBP, RNA recognition motif	9.0	C-terminal side of domain	C <=20	<=20 aa
Q14011	CIRBP	Domain edge <=20 aa	94	105	3	101	broad across IDR	Q14011:R101	16.0	C_terminal_to_domain	RRM / KH RNA-binding	RBM3/CIRBP, RNA recognition motif	16.0	C-terminal side of domain	C <=20	<=20 aa
Q14011	CIRBP	Domain edge <=20 aa	94	105	3	105	broad across IDR	Q14011:R105	20.0	C_terminal_to_domain	RRM / KH RNA-binding	RBM3/CIRBP, RNA recognition motif	20.0	C-terminal side of domain	C <=20	<=20 aa
Q32P51	HNRNPA1L2	Domain edge <=20 aa	194	197	3	194	domain-proximal clustered	Q32P51:R194	12.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	12.0	C-terminal side of domain	C <=20	<=20 aa
Q32P51	HNRNPA1L2	Domain edge <=20 aa	194	197	3	196	domain-proximal clustered	Q32P51:R196	14.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	14.0	C-terminal side of domain	C <=20	<=20 aa
Q32P51	HNRNPA1L2	Domain edge <=20 aa	194	197	3	197	domain-proximal clustered	Q32P51:R197	15.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	15.0	C-terminal side of domain	C <=20	<=20 aa
Q3SX64	ODF3L2	Domain edge <=20 aa	267	283	3	267	domain-proximal clustered	Q3SX64:R267	1.0	C_terminal_to_domain	Repeat / superfamily	Sperm-tail PG-rich repeat	1.0	C-terminal side of domain	C <=20	<=20 aa
Q3SX64	ODF3L2	Domain edge <=20 aa	267	283	3	278	domain-proximal clustered	Q3SX64:R278	12.0	C_terminal_to_domain	Repeat / superfamily	Sperm-tail PG-rich repeat	12.0	C-terminal side of domain	C <=20	<=20 aa
Q3SX64	ODF3L2	Domain edge <=20 aa	267	283	3	283	domain-proximal clustered	Q3SX64:R283	17.0	C_terminal_to_domain	Repeat / superfamily	Sperm-tail PG-rich repeat	17.0	C-terminal side of domain	C <=20	<=20 aa
Q5JVS0	HABP4	Domain edge <=20 aa	178	193	3	178	domain-proximal clustered	Q5JVS0:R178	16.0	C_terminal_to_domain	Other domain	Intracellular hyaluronan-binding protein 4, N-terminal domain	16.0	C-terminal side of domain	C <=20	<=20 aa
Q5JVS0	HABP4	Domain edge <=20 aa	178	193	3	180	domain-proximal clustered	Q5JVS0:R180	18.0	C_terminal_to_domain	Other domain	Intracellular hyaluronan-binding protein 4, N-terminal domain	18.0	C-terminal side of domain	C <=20	<=20 aa
Q5JVS0	HABP4	Domain edge <=20 aa	178	193	3	193	domain-proximal clustered	Q5JVS0:R193	19.0	N_terminal_to_domain	Other domain	Hyaluronan/mRNA-binding protein	-19.0	N-terminal side of domain	N <=20	<=20 aa
Q71DI3	HIST1H3A	Domain edge <=20 aa	27	43	3	27	domain-proximal clustered	Q71DI3:R27	17.0	N_terminal_to_domain	Other domain	Core Histone H2A/H2B/H3 domain	-17.0	N-terminal side of domain	N <=20	<=20 aa
Q71DI3	HIST1H3A	Domain edge <=20 aa	27	43	3	41	domain-proximal clustered	Q71DI3:R41	3.0	N_terminal_to_domain	Other domain	Core Histone H2A/H2B/H3 domain	-3.0	N-terminal side of domain	N <=20	<=20 aa
Q71DI3	HIST1H3A	Domain edge <=20 aa	27	43	3	43	domain-proximal clustered	Q71DI3:R43	1.0	N_terminal_to_domain	Other domain	Core Histone H2A/H2B/H3 domain	-1.0	N-terminal side of domain	N <=20	<=20 aa
Q96AE4	FUBP1	Domain edge <=20 aa	359	363	3	359	domain-proximal clustered	Q96AE4:R359	15.0	C_terminal_to_domain	RRM / KH RNA-binding	K Homology domain	15.0	C-terminal side of domain	C <=20	<=20 aa
Q96AE4	FUBP1	Domain edge <=20 aa	359	363	3	361	domain-proximal clustered	Q96AE4:R361	14.0	N_terminal_to_domain	RRM / KH RNA-binding	K Homology domain	-14.0	N-terminal side of domain	N <=20	<=20 aa
Q96AE4	FUBP1	Domain edge <=20 aa	359	363	3	363	domain-proximal clustered	Q96AE4:R363	12.0	N_terminal_to_domain	RRM / KH RNA-binding	K Homology domain	-12.0	N-terminal side of domain	N <=20	<=20 aa
Q9BYB0	SHANK3	Domain edge <=20 aa	749	751	3	749	domain-proximal clustered	Q9BYB0:R749	9.0	C_terminal_to_domain	Other domain	PDZ domain	9.0	C-terminal side of domain	C <=20	<=20 aa
Q9BYB0	SHANK3	Domain edge <=20 aa	749	751	3	750	domain-proximal clustered	Q9BYB0:R750	10.0	C_terminal_to_domain	Other domain	PDZ domain	10.0	C-terminal side of domain	C <=20	<=20 aa
Q9BYB0	SHANK3	Domain edge <=20 aa	749	751	3	751	domain-proximal clustered	Q9BYB0:R751	11.0	C_terminal_to_domain	Other domain	PDZ domain	11.0	C-terminal side of domain	C <=20	<=20 aa
Q9NR30	DDX21	Domain edge <=20 aa	718	728	3	718	domain-proximal clustered	Q9NR30:R718	3.0	C_terminal_to_domain	Other domain	GUCT	3.0	C-terminal side of domain	C <=20	<=20 aa
Q9NR30	DDX21	Domain edge <=20 aa	718	728	3	725	domain-proximal clustered	Q9NR30:R725	10.0	C_terminal_to_domain	Other domain	GUCT	10.0	C-terminal side of domain	C <=20	<=20 aa
Q9NR30	DDX21	Domain edge <=20 aa	718	728	3	728	domain-proximal clustered	Q9NR30:R728	13.0	C_terminal_to_domain	Other domain	GUCT	13.0	C-terminal side of domain	C <=20	<=20 aa
Q9P2K8	EIF2AK4	Domain edge <=20 aa	5	12	3	5	domain-proximal clustered	Q9P2K8:R5	16.0	N_terminal_to_domain	Other domain	RWD domain	-16.0	N-terminal side of domain	N <=20	<=20 aa
Q9P2K8	EIF2AK4	Domain edge <=20 aa	5	12	3	10	domain-proximal clustered	Q9P2K8:R10	11.0	N_terminal_to_domain	Other domain	RWD domain	-11.0	N-terminal side of domain	N <=20	<=20 aa
Q9P2K8	EIF2AK4	Domain edge <=20 aa	5	12	3	12	domain-proximal clustered	Q9P2K8:R12	9.0	N_terminal_to_domain	Other domain	RWD domain	-9.0	N-terminal side of domain	N <=20	<=20 aa
Q9Y5B9	SUPT16H	Domain edge <=20 aa	1029	1036	3	1029	domain-proximal clustered	Q9Y5B9:R1029	13.0	C_terminal_to_domain	Other domain	FACT complex subunit SPT16, C-terminal domain	13.0	C-terminal side of domain	C <=20	<=20 aa
Q9Y5B9	SUPT16H	Domain edge <=20 aa	1029	1036	3	1033	domain-proximal clustered	Q9Y5B9:R1033	17.0	C_terminal_to_domain	Other domain	FACT complex subunit SPT16, C-terminal domain	17.0	C-terminal side of domain	C <=20	<=20 aa
Q9Y5B9	SUPT16H	Domain edge <=20 aa	1029	1036	3	1036	domain-proximal clustered	Q9Y5B9:R1036	20.0	C_terminal_to_domain	Other domain	FACT complex subunit SPT16, C-terminal domain	20.0	C-terminal side of domain	C <=20	<=20 aa
Q8WWM7	ATXN2L	Domain edge 21-40 aa	355	373	6	355	domain-distal clustered	Q8WWM7:R355	22.0	C_terminal_to_domain	Other domain	LsmAD domain	22.0	C-terminal side of domain	C 21-40	>20 aa
Q8WWM7	ATXN2L	Domain edge 21-40 aa	355	373	6	357	domain-distal clustered	Q8WWM7:R357	24.0	C_terminal_to_domain	Other domain	LsmAD domain	24.0	C-terminal side of domain	C 21-40	>20 aa
Q8WWM7	ATXN2L	Domain edge 21-40 aa	355	373	6	361	domain-distal clustered	Q8WWM7:R361	28.0	C_terminal_to_domain	Other domain	LsmAD domain	28.0	C-terminal side of domain	C 21-40	>20 aa
Q8WWM7	ATXN2L	Domain edge 21-40 aa	355	373	6	365	domain-distal clustered	Q8WWM7:R365	32.0	C_terminal_to_domain	Other domain	LsmAD domain	32.0	C-terminal side of domain	C 21-40	>20 aa
Q8WWM7	ATXN2L	Domain edge 21-40 aa	355	373	6	370	domain-distal clustered	Q8WWM7:R370	37.0	C_terminal_to_domain	Other domain	LsmAD domain	37.0	C-terminal side of domain	C 21-40	>20 aa
Q8WWM7	ATXN2L	Domain edge 21-40 aa	355	373	6	373	domain-distal clustered	Q8WWM7:R373	40.0	C_terminal_to_domain	Other domain	LsmAD domain	40.0	C-terminal side of domain	C 21-40	>20 aa
P35637	FUS	Domain edge 21-40 aa	476	491	5	476	broad across IDR	P35637:R476	23.0	C_terminal_to_domain	Other domain	Zinc finger, RanBP2-type	23.0	C-terminal side of domain	C 21-40	>20 aa
P35637	FUS	Domain edge 21-40 aa	476	491	5	481	broad across IDR	P35637:R481	28.0	C_terminal_to_domain	Other domain	Zinc finger, RanBP2-type	28.0	C-terminal side of domain	C 21-40	>20 aa
P35637	FUS	Domain edge 21-40 aa	476	491	5	485	broad across IDR	P35637:R485	32.0	C_terminal_to_domain	Other domain	Zinc finger, RanBP2-type	32.0	C-terminal side of domain	C 21-40	>20 aa
P35637	FUS	Domain edge 21-40 aa	476	491	5	487	broad across IDR	P35637:R487	34.0	C_terminal_to_domain	Other domain	Zinc finger, RanBP2-type	34.0	C-terminal side of domain	C 21-40	>20 aa
P35637	FUS	Domain edge 21-40 aa	476	491	5	491	broad across IDR	P35637:R491	38.0	C_terminal_to_domain	Other domain	Zinc finger, RanBP2-type	38.0	C-terminal side of domain	C 21-40	>20 aa
O75525	KHDRBS3	Domain edge 21-40 aa	226	245	5	226	domain-distal clustered	O75525:R226	40.0	N_terminal_to_domain	Other domain	Sam68, tyrosine-rich domain	-40.0	N-terminal side of domain	N 41-100	>20 aa
O75525	KHDRBS3	Domain edge 21-40 aa	226	245	5	232	domain-distal clustered	O75525:R232	34.0	N_terminal_to_domain	Other domain	Sam68, tyrosine-rich domain	-34.0	N-terminal side of domain	N 21-40	>20 aa
O75525	KHDRBS3	Domain edge 21-40 aa	226	245	5	237	domain-distal clustered	O75525:R237	29.0	N_terminal_to_domain	Other domain	Sam68, tyrosine-rich domain	-29.0	N-terminal side of domain	N 21-40	>20 aa
O75525	KHDRBS3	Domain edge 21-40 aa	226	245	5	239	domain-distal clustered	O75525:R239	27.0	N_terminal_to_domain	Other domain	Sam68, tyrosine-rich domain	-27.0	N-terminal side of domain	N 21-40	>20 aa
O75525	KHDRBS3	Domain edge 21-40 aa	226	245	5	245	domain-distal clustered	O75525:R245	21.0	N_terminal_to_domain	Other domain	Sam68, tyrosine-rich domain	-21.0	N-terminal side of domain	N 21-40	>20 aa
P38159	RBMX	Domain edge 21-40 aa	107	125	5	107	broad across IDR	P38159:R107	21.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	21.0	C-terminal side of domain	C 21-40	>20 aa
P38159	RBMX	Domain edge 21-40 aa	107	125	5	110	broad across IDR	P38159:R110	24.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	24.0	C-terminal side of domain	C 21-40	>20 aa
P38159	RBMX	Domain edge 21-40 aa	107	125	5	113	broad across IDR	P38159:R113	27.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	27.0	C-terminal side of domain	C 21-40	>20 aa
P38159	RBMX	Domain edge 21-40 aa	107	125	5	120	broad across IDR	P38159:R120	34.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	34.0	C-terminal side of domain	C 21-40	>20 aa
P38159	RBMX	Domain edge 21-40 aa	107	125	5	125	broad across IDR	P38159:R125	39.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	39.0	C-terminal side of domain	C 21-40	>20 aa
P14866	HNRNPL	Domain edge 21-40 aa	343	358	5	343	domain-distal clustered	P14866:R343	37.0	N_terminal_to_domain	RRM / KH RNA-binding	hnRNP-L, RNA recognition motif 3	-37.0	N-terminal side of domain	N 21-40	>20 aa
P14866	HNRNPL	Domain edge 21-40 aa	343	358	5	344	domain-distal clustered	P14866:R344	36.0	N_terminal_to_domain	RRM / KH RNA-binding	hnRNP-L, RNA recognition motif 3	-36.0	N-terminal side of domain	N 21-40	>20 aa
P14866	HNRNPL	Domain edge 21-40 aa	343	358	5	353	domain-distal clustered	P14866:R353	27.0	N_terminal_to_domain	RRM / KH RNA-binding	hnRNP-L, RNA recognition motif 3	-27.0	N-terminal side of domain	N 21-40	>20 aa
P14866	HNRNPL	Domain edge 21-40 aa	343	358	5	354	domain-distal clustered	P14866:R354	26.0	N_terminal_to_domain	RRM / KH RNA-binding	hnRNP-L, RNA recognition motif 3	-26.0	N-terminal side of domain	N 21-40	>20 aa
P14866	HNRNPL	Domain edge 21-40 aa	343	358	5	358	domain-distal clustered	P14866:R358	22.0	N_terminal_to_domain	RRM / KH RNA-binding	hnRNP-L, RNA recognition motif 3	-22.0	N-terminal side of domain	N 21-40	>20 aa
